Field1,DEM,ppt_inches,tmax_c,tmean_c,tmin_c,soil
5237,277.351,813.52,12.7308,7.14083,1.55083,"Rosholt sandy loam, 6 to 12 percent slopes"
5238,262.48,827.56,12.7783,7.13,1.48167,"Plainfield loamy sand, 12 to 30 percent slopes"
5239,276.271,828.32,12.6825,7.00375,1.325,Cathro and Markey mucks
5240,284.463,817.54,12.5333,6.81375,1.09417,"Rosholt sandy loam, 2 to 6 percent slopes"
5241,292.549,807.91,12.2908,6.56917,0.8475,"Richford loamy sand, 6 to 12 percent slopes"
5242,307.46,802.1,12.0942,6.34875,0.60333,"Plainfield loamy sand, wet substratum, 0 to 3 percent slopes"
5243,320.75,799.66,12.0275,6.28083,0.53417,Seelyeville muck
5244,347.901,796,11.8133,6.06708,0.32083,"Kennan bouldery fine sandy loam, 6 to 12 percent slopes"
5245,356.597,789.97,11.6217,5.89583,0.17,Minocqua silt loam
5246,384.568,787.45,11.4833,5.75167,0.02,"Elderon-Rosholt complex, 12 to 20 percent slopes"
5247,400.865,784.71,11.1942,5.46042,-0.27333,Seelyeville muck
5248,428.547,778.73,10.9125,5.19958,-0.51333,"Seelyeville, Cathro, and Markey mucks"
5249,447.416,760.85,10.9033,5.17375,-0.55583,"Antigo silt loam, 0 to 2 percent slopes"
5250,458.623,760.24,10.8475,5.09125,-0.665,"Antigo silt loam, 0 to 2 percent slopes"
5251,465.227,783.3,10.8167,5.02375,-0.76917,"Minocqua, Cable, and Sherry mucks"
5252,506.972,809.64,10.46,4.79083,-0.87833,"Keweenaw sandy loam, 15 to 45 percent slopes, stony"
5253,533.117,812.6,10.395,4.7525,-0.89,"Pence sandy loam, 15 to 45 percent slopes"
5254,511.663,800.81,10.5025,4.65125,-1.2,"Kennan loam, 6 to 15 percent slopes, stony"
5255,486.144,793.3,10.6567,4.71292,-1.23083,"Keweenaw sandy loam, 15 to 25 percent slopes, stony"
5256,499.284,794.85,10.6642,4.68833,-1.2875,"Keweenaw sandy loam, 1 to 6 percent slopes, stony"
5257,487.967,795.12,10.6033,4.62333,-1.35667,"Sayner loamy sand, 6 to 15 percent slopes"
5258,496.38,794.39,10.4267,4.45333,-1.52,"Carbondale, Lupton, and Markey mucks, 0 to 1 percent slopes"
5259,496.741,790.25,10.3233,4.36083,-1.60167,Water
5260,499.735,782.87,10.39,4.435,-1.52,"Seelyeville and Markey mucks, 0 to 1 percent slopes"
5261,503.432,782.67,10.3075,4.38,-1.5475,"Sayner-Rubicon complex, 6 to 15 percent slopes"
5262,506.163,787.19,10.2717,4.315,-1.64167,"Au Gres sand, 0 to 2 percent slopes"
5263,527.467,800.07,10.0767,4.15333,-1.77,"Sayner-Rubicon complex, 0 to 6 percent slopes"
5264,539.498,796.63,10.0225,4.14958,-1.72333,"Gogebic fine sandy loam, sandy substratum, 6 to 18 percent slopes, stony"
5265,538.841,777.91,10.0508,4.21167,-1.6275,"Gogebic silt loam, sandy substratum, 1 to 6 percent slopes, stony"
5266,487.283,774.92,10.225,4.28917,-1.64667,"Cathro muck, drainageway, 0 to 1 percent slopes"
5267,410.823,798.76,10.6633,4.55667,-1.55,"Gogebic fine sandy loam, sandy substratum, 6 to 18 percent slopes, stony"
5268,355.753,816.66,10.7975,4.64542,-1.50667,"Amnicon silt loam, 2 to 8 percent slopes"
5269,378.882,858.09,10.6992,4.65375,-1.39167,"Cuttre clay, 0 to 3 percent slopes"
5270,363.913,901.95,10.8092,4.73875,-1.33167,"Histosols and Aquents, 0 to 1 percent slopes, ponded"
5271,358.645,895.5,10.6467,4.7025,-1.24167,"Big Iron-Flintsteel complex, 0 to 4 percent slopes"
5272,253.545,833.21,11.535,5.55292,-0.42917,"Flintsteel loam, 1 to 8 percent slopes"
5273,191.66,788.25,11.0367,5.50042,-0.03583,"Moquah loam, 0 to 3 percent slopes, occasionally flooded"
5274,183.01,NA,NA,NA,NA,NA
5275,183.353,NA,NA,NA,NA,NA
5276,292.836,891.26,13.9558,8.52167,3.0875,NA
5277,286.336,881.34,13.99,8.55583,3.12167,"Elburn silt loam, 0 to 3 percent slopes"
5278,280.282,881.37,14.0017,8.56083,3.12,"Pecatonica silt loam, 2 to 6 percent slopes, eroded"
5279,277.597,885.46,13.9975,8.52792,3.05833,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes"
5280,275.018,887.01,13.9408,8.45583,2.97083,"St. Charles silt loam, gravelly substratum, 2 to 6 percent slopes"
5281,283.43,882.05,13.8558,8.33792,2.82,"Kidder silt loam, 2 to 6 percent slopes, eroded"
5282,249.6,880.36,13.935,8.3925,2.85,"Kidder sandy loam, 2 to 6 percent slopes"
5283,264.716,885.16,13.9008,8.33417,2.7675,"St. Charles silt loam, moderately well-drained, gravelly substratum, 2 to 6 percent slopes"
5284,267.545,899.14,13.9517,8.39333,2.835,"Virgil silt loam, 2 to 6 percent slopes"
5285,255.312,899.95,13.9508,8.38792,2.825,"McHenry silt loam, 2 to 6 percent slopes"
5286,243.704,896.64,13.95,8.44625,2.9425,"Yahara fine sandy loam, 0 to 3 percent slopes"
5287,245.47,886.44,13.7842,8.3,2.81583,Pella silty clay loam
5288,246.784,876.58,13.655,8.23,2.805,Pella silty clay loam
5289,258.289,872.92,13.5283,8.09833,2.66833,"Kidder loam, 18 to 30 percent slopes, eroded"
5290,265.958,868.81,13.4383,8.02375,2.60917,Houghton muck
5291,265.242,857.38,13.3042,7.87958,2.455,Water
5292,301.859,845.86,12.9392,7.66417,2.38917,"Plano silt loam, 0 to 2 percent slopes"
5293,307.008,840.61,12.8517,7.60875,2.36583,"Plano silt loam, 0 to 2 percent slopes"
5294,320.898,829.81,12.7933,7.46458,2.13583,"Mendota silt loam, 2 to 6 percent slopes"
5295,242.592,818.08,13.095,7.67125,2.2475,Water
5296,240.351,813.91,12.9592,7.5775,2.19583,Houghton muck
5297,235.639,813.76,13.1842,7.59875,2.01333,"Granby loamy fine sand, clayey subsoil variant, 0 to 3 percent slopes"
5298,246.119,809.05,13.125,7.51625,1.9075,"Manawa silt loam, 0 to 3 percent slopes"
5299,250.959,803.37,12.955,7.44375,1.9325,"Okee loamy sand, 6 to 12 percent slopes"
5300,250.058,802.9,12.9358,7.46875,2.00167,"Symco silt loam, 0 to 3 percent slopes"
5301,242.601,809.61,12.8683,7.39292,1.9175,Waupaca silt loam
5302,242.889,826.52,12.9125,7.36333,1.81417,Roscommon loamy sand
5303,253.236,826.16,12.7667,7.09458,1.4225,Meehan loamy sand
5304,259.644,818.59,12.67,6.98625,1.3025,Cathro and Markey mucks
5305,269.952,807.6,12.5358,6.85542,1.175,"Plainfield loamy sand, 2 to 6 percent slopes"
5306,289.239,800.72,12.3408,6.61792,0.895,"Kennan bouldery sandy loam, 2 to 6 percent slopes"
5307,307.388,796.85,12.1842,6.45708,0.73,"Elderon-Rosholt complex, 12 to 20 percent slopes"
5308,316.433,784.81,11.9275,6.21208,0.49667,"Scott Lake loam, 0 to 3 percent slopes"
5309,337.178,775.46,11.5167,5.76625,0.01583,Seelyeville muck
5310,367.547,775.24,11.3608,5.62917,-0.1025,"Kennan bouldery fine sandy loam, 1 to 6 percent slopes"
5311,384.674,776.41,11.2683,5.54958,-0.16917,"Scott Lake loam, 0 to 3 percent slopes"
5312,411.277,766.84,11.1008,5.33458,-0.43167,Oesterle silt loam
5313,465.756,747.2,10.7583,5.03417,-0.69,"Kennan loam, 6 to 15 percent slopes, stony"
5314,466.562,748.19,10.7908,5.05375,-0.68333,"Antigo silt loam, 0 to 2 percent slopes"
5315,487.868,774,10.755,4.95125,-0.8525,"Kennan silt loam, 2 to 6 percent slopes, stony"
5316,505.933,804.58,10.4483,4.80958,-0.82917,Comstock silt loam
5317,509.484,806.48,10.68,4.8725,-0.935,"Antigo silt loam, 2 to 6 percent slopes"
5318,474.449,799.45,10.7542,4.83417,-1.08583,"Carbondale, Lupton, and Markey mucks, 0 to 1 percent slopes"
5319,506.641,792.85,10.5417,4.61083,-1.32,"Monico loam, 1 to 6 percent slopes, stony"
5320,509.161,793.97,10.5042,4.54,-1.42417,"Monico loam, 1 to 6 percent slopes, stony"
5321,506.34,794.09,10.4542,4.49042,-1.47333,"Padus loam, 15 to 25 percent slopes"
5322,499.734,794.21,10.4425,4.44083,-1.56083,"Croswell sand, 0 to 3 percent slopes"
5323,498.025,800.35,10.5042,4.43958,-1.625,"Au Gres loamy sand, 0 to 2 percent slopes"
5324,492.602,797.52,10.475,4.42917,-1.61667,Water
5325,510.118,793.93,10.4092,4.39792,-1.61333,"Sayner-Rubicon complex, 0 to 6 percent slopes"
5326,519.536,795.29,10.1692,4.26,-1.64917,"Champion silt loam, 1 to 6 percent slopes"
5327,512.496,816.93,10.1183,4.16583,-1.78667,"Loxley and Dawson peats, 0 to 1 percent slopes"
5328,525.977,802.47,10.0358,4.13875,-1.75833,"Gogebic fine sandy loam, sandy substratum, 1 to 6 percent slopes, stony"
5329,505.159,783.75,10.1025,4.18583,-1.73083,"Gogebic fine sandy loam, sandy substratum, 6 to 18 percent slopes, stony"
5330,464.971,768.86,10.3217,4.28292,-1.75583,"Gogebic silt loam, sandy substratum, 18 to 35 percent slopes, stony"
5331,392.793,784.59,10.8067,4.49083,-1.825,"Karlin-Keweenaw-Sarona, dense substratum, complex, 6 to 25 percent slopes"
5332,380.793,799.01,10.72,4.54667,-1.62667,"Amnicon silt loam, 8 to 15 percent slopes"
5333,375.678,825.19,10.8117,4.7025,-1.40667,"Amnicon silt loam, 2 to 8 percent slopes"
5334,365.063,852.05,10.8817,4.89375,-1.09417,"Loggerhead loam, 1 to 8 percent slopes"
5335,384.856,845.05,10.9542,5.10333,-0.7475,"Gogebic silt loam, 6 to 18 percent slopes, rocky, very stony"
5336,205.077,829.01,11.4183,5.48583,-0.44667,"Rockland silt loam, 35 to 70 percent slopes, stony"
5337,235.336,800.17,11.3817,5.63667,-0.10833,"Big Iron-Flintsteel-Gull Point, frequently flooded, complex, dissected, 1 to 15 percent slopes"
5338,183.464,NA,NA,NA,NA,NA
5339,290.762,898.25,14.0275,8.58667,3.14583,NA
5340,285.646,891.3,14.0017,8.56708,3.1325,"Pecatonica silt loam, 2 to 6 percent slopes"
5341,264.915,891.07,14.0342,8.57708,3.12,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes"
5342,291.704,891.18,13.92,8.49625,3.0725,"Warsaw silt loam, 2 to 6 percent slopes"
5343,290.13,887.28,13.9083,8.45208,2.99583,"St. Charles silt loam, gravelly substratum, 0 to 2 percent slopes"
5344,268.254,880.98,13.9083,8.40125,2.89417,"Elburn silt loam, 1 to 3 percent slopes"
5345,241.037,879.88,13.9542,8.41833,2.8825,Wacousta silty clay loam
5346,246.255,886.67,14.0175,8.46458,2.91167,Palms muck
5347,252.263,896.95,13.9842,8.45375,2.92333,"Virgil silt loam, 2 to 6 percent slopes"
5348,257.543,900.87,13.8308,8.34708,2.86333,"Theresa silt loam, 2 to 6 percent slopes"
5349,243.946,900.44,13.7842,8.32833,2.8725,Wacousta silty clay loam
5350,242.322,890.43,13.66,8.23958,2.81917,"Ionia silt loam, 0 to 3 percent slopes"
5351,243.598,874.42,13.6217,8.23542,2.84917,"Elburn silt loam, 0 to 3 percent slopes"
5352,251.939,867.7,13.535,8.13958,2.74417,"St. Charles silt loam, gravelly substratum, 0 to 2 percent slopes"
5353,277.525,864.79,13.3333,7.95917,2.585,"St. Charles silt loam, moderately well drained, 0 to 3 percent slopes"
5354,298.824,852.78,13.0025,7.66417,2.32583,"Mendota silt loam, 2 to 6 percent slopes"
5355,294.711,836.18,13.0017,7.69083,2.38,"Mendota silt loam, 2 to 6 percent slopes"
5356,298.488,827.1,12.9717,7.67,2.36833,"Plano silt loam, 0 to 2 percent slopes"
5357,301.573,816.77,12.8358,7.495,2.15417,"Mendota silt loam, 2 to 6 percent slopes"
5358,299.728,802.55,12.6817,7.43875,2.19583,"Mendota silt loam, 2 to 6 percent slopes, eroded"
5359,288.216,797.79,12.7267,7.4825,2.23833,"McHenry silt loam, 2 to 6 percent slopes"
5360,266.34,798.88,12.9217,7.56833,2.215,"Oakville fine sand, 6 to 12 percent slopes"
5361,235.639,801.27,13.0725,7.55458,2.03667,"Kewaunee loam, 2 to 6 percent slopes"
5362,227.667,802.73,13.0175,7.60625,2.195,Water
5363,233.633,803.49,12.9592,7.50208,2.045,"Houghton muck, 0 to 1 percent slopes"
5364,230.898,808.37,12.8925,7.43958,1.98667,Seelyeville muck
5365,231.868,815.94,12.9083,7.40792,1.9075,Cathro and Markey mucks
5366,244.285,814,12.7842,7.13292,1.48167,"Plainfield loamy sand, 2 to 6 percent slopes"
5367,259.124,810.71,12.6983,7.04083,1.38333,"Hortonville fine sandy loam, 2 to 6 percent slopes"
5368,262.128,806.39,12.5808,6.91417,1.2475,"Hortonville fine sandy loam, 2 to 6 percent slopes"
5369,271.085,800.71,12.4583,6.77917,1.1,Minocqua mucky fine sandy loam
5370,299.668,791.15,12.1767,6.40792,0.63917,"Kennan bouldery fine sandy loam, 1 to 6 percent slopes"
5371,308.6,783.12,12.0258,6.23458,0.44333,"Kennan bouldery fine sandy loam, 1 to 6 percent slopes"
5372,314.36,766.51,11.6833,5.92417,0.165,"Cromwell sandy loam, 1 to 6 percent slopes"
5373,340.782,767.86,11.455,5.69667,-0.06167,Cormant mucky loamy fine sand
5374,365.258,771.91,11.305,5.5625,-0.18,"Tipler fine sandy loam, 0 to 3 percent slopes"
5375,388.003,768.19,11.2492,5.46208,-0.325,"Antigo silt loam, 2 to 6 percent slopes"
5376,432.947,756.79,10.9858,5.18292,-0.62,"Pence sandy loam, 6 to 15 percent slopes"
5377,494.643,764.53,10.63,4.86167,-0.90667,"Kennan loam, 6 to 15 percent slopes, stony"
5378,502.624,774.06,10.5917,4.84458,-0.9025,"Kennan loam, 6 to 15 percent slopes, stony"
5379,498.477,788.74,10.6242,4.82875,-0.96667,"Minocqua, Cable, and Sherry mucks"
5380,465.686,796.93,10.8475,4.91083,-1.02583,Au Gres loamy sand
5381,469.002,795.44,10.8,4.86833,-1.06333,"Fordum loam, 0 to 2 percent slopes"
5382,492.483,793.54,10.4142,4.57792,-1.25833,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5383,505.501,791.46,10.455,4.51708,-1.42083,"Loxley, Beseman, and Dawson peats, 0 to 1 percent slopes"
5384,509.886,790.59,10.4392,4.53708,-1.365,"Padus-Pence sandy loams, 1 to 6 percent slopes"
5385,504.055,791.32,10.4967,4.51125,-1.47417,"Karlin loamy fine sand, 0 to 6 percent slopes"
5386,502.762,801.25,10.5075,4.44458,-1.61833,"Au Gres loamy sand, 0 to 2 percent slopes"
5387,504.695,802.98,10.3025,4.42042,-1.46167,"Loxley and Dawson peats, 0 to 1 percent slopes"
5388,533.521,796.63,10.2792,4.38417,-1.51083,"Pence sandy loam, 6 to 15 percent slopes"
5389,548.374,793.9,10.1283,4.27208,-1.58417,"Champion silt loam, 6 to 20 percent slopes"
5390,533.438,815.93,10.1167,4.18958,-1.7375,"Champion silt loam, 1 to 6 percent slopes"
5391,532.093,812.95,10.09,4.13667,-1.81667,"Pence-Vilas complex, 1 to 6 percent slopes"
5392,519.657,798.01,10.1025,4.19125,-1.72,"Gogebic fine sandy loam, sandy substratum, 6 to 18 percent slopes, stony"
5393,490.146,779.39,10.2742,4.24875,-1.77667,"Gogebic fine sandy loam, sandy substratum, 6 to 18 percent slopes, stony"
5394,440.89,779.43,10.525,4.40458,-1.71583,"Kalkaska-Pence-Stutts complex, 6 to 18 percent slopes"
5395,436.502,785.91,10.5842,4.54375,-1.49667,"Keweenaw loamy sand, 6 to 18 percent slopes, very stony"
5396,345.456,790.12,10.8833,4.67583,-1.53167,"Amnicon silt loam, 2 to 8 percent slopes"
5397,328.758,816.87,11.1208,5.09208,-0.93667,"Algonquin silty clay, 1 to 4 percent slopes"
5398,211.388,820.63,11.3858,5.45417,-0.4775,"Big Iron-Flintsteel-Gull Point, frequently flooded, complex, dissected, 1 to 15 percent slopes"
5399,216.57,821.04,11.2433,5.39375,-0.45583,"Big Iron-Flintsteel-Gull Point, frequently flooded, complex, dissected, 1 to 15 percent slopes"
5400,209.721,820.86,11.6558,5.82667,-0.0025,"Flintsteel-Watton-Gull Point, frequently flooded, complex, dissected, 1 to 70 percent slopes"
5401,211.753,801.19,11.1975,5.62083,0.04417,"Big Iron silt loam, 0 to 4 percent slopes"
5402,183.473,NA,NA,NA,NA,NA
5403,277.509,904.8,14.0492,8.61208,3.175,NA
5404,292.12,900.67,13.935,8.54,3.145,"Miami silt loam, 2 to 6 percent slopes"
5405,280.436,895.87,13.9517,8.53125,3.11083,"Kendall silt loam, 1 to 3 percent slopes"
5406,286.271,894.82,13.9375,8.52333,3.10917,"Miami silt loam, 2 to 6 percent slopes"
5407,302.414,889.91,13.8617,8.42875,2.99583,"Fox silt loam, 2 to 6 percent slopes"
5408,248.616,884.7,14.005,8.50375,3.0025,Navan silt loam
5409,239.217,893.8,14.0008,8.51875,3.03667,Water
5410,252.151,900.52,13.9475,8.46125,2.975,Milford silty clay loam
5411,251.444,897.21,13.8842,8.39083,2.8975,"Lamartine silt loam, 2 to 6 percent slopes"
5412,277.516,899.82,13.695,8.2375,2.78,"Kidder loam, 6 to 12 percent slopes, eroded"
5413,247.341,899.32,13.6792,8.22875,2.77833,"Lamartine silt loam, 2 to 6 percent slopes"
5414,263.011,888.87,13.5183,8.09917,2.68,"St. Charles silt loam, moderately well drained, 0 to 3 percent slopes"
5415,268.013,866.38,13.4217,8.03375,2.64583,Palms muck
5416,264.537,850.82,13.2408,7.87458,2.50833,Pella silty clay loam
5417,288.344,853.12,13.1558,7.80958,2.46333,"Plano silt loam, moderately well drained, 0 to 3 percent slopes"
5418,275.521,844.34,13.0733,7.75958,2.44583,Pella silty clay loam
5419,283.387,828.84,13.0325,7.74458,2.45667,"St. Charles silt loam, moderately well drained, 0 to 3 percent slopes"
5420,286.898,804.52,12.8883,7.63708,2.38583,"Pella silt loam, 0 to 3 percent slopes"
5421,296.291,792.85,12.8225,7.54792,2.27333,"Pella silt loam, 0 to 3 percent slopes"
5422,274.046,781.98,12.76,7.59333,2.42667,"Elburn silt loam, 0 to 3 percent slopes"
5423,251.813,785.7,12.8692,7.62958,2.39,Houghton muck
5424,252.537,788.15,12.7508,7.545,2.33917,Palms muck
5425,242.117,794.5,12.9142,7.62042,2.32667,"Poygan silty clay loam, 0 to 2 percent slopes"
5426,229.858,799.24,12.9625,7.6575,2.3525,"Zittau silty clay loam, 0 to 3 percent slopes"
5427,227.966,802.68,12.9367,7.49542,2.05417,Willette muck
5428,234.182,804.2,12.92,7.43,1.94,"Borth silty clay loam, 1 to 4 percent slopes"
5429,227.668,808.06,12.9467,7.395,1.84333,Water
5430,267.236,807.4,12.6458,7.04208,1.43833,"Hortonville loam, 6 to 12 percent slopes, eroded"
5431,257.429,806.26,12.6592,7.03125,1.40333,"Symco loam, 0 to 3 percent slopes"
5432,267.211,804.52,12.48,6.84625,1.2125,"Meehan loamy sand, loamy substratum, 0 to 3 percent slopes"
5433,275.213,803.64,12.505,6.82083,1.13667,"Hortonville fine sandy loam, 2 to 6 percent slopes"
5434,261.422,796.23,12.1633,6.40208,0.64083,Markey and Cathro mucks
5435,273.439,787.95,12.0483,6.25833,0.46833,"Tilleda fine sandy loam, 1 to 6 percent slopes"
5436,291.966,774.66,11.9042,6.1275,0.35083,Markey and Cathro mucks
5437,320.903,773.08,11.6525,5.85375,0.055,"Rosholt fine sandy loam, 2 to 6 percent slopes"
5438,344.668,773.73,11.4658,5.62625,-0.21333,"Padus fine sandy loam, 15 to 35 percent slopes"
5439,376.359,772.13,11.4067,5.52792,-0.35083,"Lupton, Markey, and Cathro mucks, 0 to 1 percent slopes"
5440,400.541,769.01,11.2708,5.32542,-0.62,"Pence sandy loam, 15 to 45 percent slopes"
5441,482.419,775.47,10.5483,4.79917,-0.95,"Kennan loam, 6 to 15 percent slopes, stony"
5442,538.234,779.72,10.3942,4.74375,-0.90667,"Kennan loam, 6 to 15 percent slopes, stony"
5443,451.041,782.58,10.8667,4.97042,-0.92583,"Minocqua, Cable, and Sherry mucks"
5444,476.299,789.63,10.6667,4.82,-1.02667,"Laona-Sarona sandy loams, 15 to 35 percent slopes, very stony"
5445,513.762,792.52,10.6217,4.79583,-1.03,"Wabeno-Goodwit silt loams, 1 to 6 percent slopes, very stony"
5446,499.825,792.26,10.5783,4.75125,-1.07583,"Stambaugh silt loam, 15 to 25 percent slopes"
5447,516.611,789.45,10.4725,4.5725,-1.3275,"Wabeno-Mudlake silt loams, 1 to 15 percent slopes, very stony"
5448,530.343,787.19,10.3267,4.55875,-1.20917,"Wabeno-Goodman silt loams, 6 to 15 percent slopes, very stony"
5449,505.519,786.66,10.4267,4.6025,-1.22167,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5450,504.945,788.66,10.4567,4.50458,-1.4475,"Pence-Vilas complex, 0 to 6 percent slopes"
5451,514.503,790.84,10.3308,4.49958,-1.33167,Water
5452,526.66,790.78,10.2167,4.38375,-1.44917,"Champion silt loam, 6 to 20 percent slopes"
5453,519.827,790.63,10.2042,4.32667,-1.55083,"Loxley and Dawson peats, 0 to 1 percent slopes"
5454,532.691,809.76,10.245,4.35875,-1.5275,"Loxley and Beseman soils, 0 to 1 percent slopes"
5455,526.114,811.07,10.3525,4.38583,-1.58083,"Argonne fine sandy loam, 0 to 6 percent slopes"
5456,523.562,804.59,10.3358,4.355,-1.62583,"Gogebic fine sandy loam, sandy substratum, 1 to 6 percent slopes, stony"
5457,508.416,784.88,10.2292,4.24375,-1.74167,"Karlin-Keweenaw-Sarona, dense substratum, complex, 6 to 25 percent slopes"
5458,438.408,771.89,10.375,4.34792,-1.67917,"Kalkaska-Pence-Stutts complex, 6 to 18 percent slopes"
5459,366.647,757.48,10.8833,4.56625,-1.75083,"Froberg clay, 6 to 18 percent slopes"
5460,347.49,765.29,11.0242,4.70333,-1.6175,"Manido-Kinross complex, 0 to 4 percent slopes"
5461,294.072,784.93,11.1033,4.99167,-1.12,"Toivola-Zandi complex, dissected, 8 to 35 percent slopes"
5462,277.561,808.12,11.1208,5.14875,-0.82333,"Rockland-Negwegon-Moquah, frequently flooded, complex, 0 to 35 percent slopes"
5463,354.926,827.7,10.7483,5.04125,-0.66583,"Arcadian-Michigamme-Rock outcrop complex, 35 to 70 percent slopes, extremely bouldery"
5464,248.725,822.65,11.6008,5.67458,-0.25167,"Deford-Tawas complex, 0 to 1 percent slopes"
5465,250.948,813.94,11.4258,5.67958,-0.06667,"Big Iron-Flintsteel-Gull Point, frequently flooded, complex, dissected, 1 to 15 percent slopes"
5466,183.478,NA,NA,NA,NA,NA
5467,339.093,915.86,13.9283,8.55083,3.17333,NA
5468,272.06,906.84,13.9475,8.56458,3.18167,"Miami silt loam, 6 to 12 percent slopes"
5469,315.713,902.1,13.8725,8.49083,3.10917,"Miami silt loam, 2 to 6 percent slopes"
5470,296.903,895.68,13.9208,8.51458,3.10833,"St. Charles silt loam, 2 to 6 percent slopes"
5471,268.764,893.33,13.9092,8.48333,3.0575,Water
5472,283.39,892.92,13.8467,8.44625,3.04583,"Chelsea fine sand, 1 to 6 percent slopes"
5473,276.717,907.73,13.8575,8.41458,2.97167,"Kidder sandy loam, 2 to 6 percent slopes"
5474,255.678,911.04,13.8742,8.4125,2.95083,Houghton muck
5475,267.819,904.7,13.7642,8.31083,2.8575,"Rotamer loam, 12 to 20 percent slopes, eroded"
5476,257.697,896.37,13.6858,8.28208,2.87833,Wacousta silty clay loam
5477,285.936,888.34,13.4658,8.065,2.66417,"Rotamer loam, 12 to 20 percent slopes, eroded"
5478,265.099,879.26,13.4142,7.98708,2.56,Pella silty clay loam
5479,263.476,859.8,13.4092,8.01333,2.6175,Pella silty clay loam
5480,266.384,846.88,13.2933,7.95167,2.61,"Miami silt loam, 6 to 12 percent slopes, eroded"
5481,261.854,841.14,13.2125,7.90958,2.60667,"Houghton muck, ponded"
5482,261.645,836.95,13.1742,7.89792,2.62167,Water
5483,261.883,821.24,13.0683,7.84083,2.61333,Houghton muck
5484,267.816,791.67,12.9617,7.73833,2.515,"Pella silt loam, 0 to 3 percent slopes"
5485,280.638,777.64,12.9017,7.67125,2.44083,"Elburn silt loam, 0 to 3 percent slopes"
5486,265.176,771.24,12.81,7.66417,2.51833,"Pella silt loam, 0 to 3 percent slopes"
5487,274.3,776.36,12.6517,7.56542,2.47917,"Lomira silt loam, 2 to 6 percent slopes"
5488,256.64,776.68,12.7317,7.60458,2.4775,"Manawa silty clay loam, 0 to 3 percent slopes"
5489,228.574,786.07,12.8792,7.68875,2.49833,"Brems fine sand, 1 to 4 percent slopes"
5490,233.14,793.97,12.9008,7.67167,2.4425,"Zittau silty clay loam, 0 to 3 percent slopes"
5491,244.358,799.29,12.9233,7.47667,2.03,"Oakville fine sand, 2 to 6 percent slopes"
5492,250.07,801.69,12.8642,7.41208,1.96,"Hortonville silt loam, 12 to 20 percent slopes, eroded"
5493,267.706,804.62,12.6658,7.33625,2.00667,"Kolberg silt loam, 1 to 6 percent slopes"
5494,230.567,804.09,12.7583,7.25417,1.75,Keowns silt loam
5495,257.377,803.55,12.5792,6.98,1.38083,"Onaway loam, 2 to 6 percent slopes"
5496,244.132,804.02,12.5867,6.98417,1.38167,"Solona silt loam, 1 to 3 percent slopes"
5497,245.06,804.15,12.5492,6.88542,1.22167,"Borth silty clay loam, 1 to 4 percent slopes"
5498,261.365,797.89,12.4425,6.69625,0.95,"Tilleda fine sandy loam, 1 to 6 percent slopes"
5499,262.876,793.41,12.3842,6.59125,0.79833,"Menominee loamy sand, 1 to 6 percent slopes"
5500,273.69,787.35,12.2017,6.37667,0.55167,"Mahtomedi-Menahga loamy sands, 2 to 6 percent slopes"
5501,305.531,779.49,11.8533,6.04417,0.235,"Menahga loamy sand, 6 to 12 percent slopes"
5502,321.13,775.48,11.695,5.77667,-0.14167,"Padus fine sandy loam, 6 to 15 percent slopes"
5503,350.528,772.97,11.6358,5.69875,-0.23833,"Lupton, Markey, and Cathro mucks, 0 to 1 percent slopes"
5504,390.11,768.2,11.3992,5.36792,-0.66333,"Antigo silt loam, 0 to 2 percent slopes"
5505,443.962,769.46,11.1358,5.12917,-0.8775,"Kennan loam, 6 to 15 percent slopes, stony"
5506,426.289,775.02,11.015,5.0225,-0.97,"Seelyeville, Cathro, and Markey mucks"
5507,449.268,779.31,10.9133,4.975,-0.96333,"Antigo silt loam, 6 to 15 percent slopes"
5508,482.932,788.37,10.6783,4.8525,-0.97333,"Padus-Pence sandy loams, 15 to 35 percent slopes"
5509,500.039,796.07,10.4658,4.73625,-0.99333,"Padus-Pence sandy loams, 6 to 15 percent slopes"
5510,537.836,796.15,10.2908,4.65833,-0.97417,"Wabeno-Goodwit silt loams, 1 to 6 percent slopes, very stony"
5511,507.666,787.09,10.605,4.71208,-1.18083,"Soperton-Goodman silt loams, 15 to 35 percent slopes, very stony"
5512,505.412,778.73,10.74,4.66875,-1.4025,"Mudlake silt loam, 1 to 6 percent slopes, very stony"
5513,501.423,779.7,10.5292,4.56375,-1.40167,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5514,519.275,780.72,10.4933,4.49667,-1.5,"Argonne-Sarwet sandy loams, 1 to 6 percent slopes, very stony"
5515,504.893,783.17,10.4675,4.4225,-1.6225,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5516,490.081,785.05,10.5092,4.34958,-1.81,"Lupton, Cathro, and Markey mucks, 0 to 1 percent slopes"
5517,506.234,789.5,10.4067,4.35208,-1.7025,"Chabeneau-Karlin-Pence complex, 1 to 6 percent slopes"
